,SPY,TLT,GLD,regime
2016-03-31,0.3500000000004044,0.3999999999767207,0.250000000022871,Bull
2016-04-01,0.35000000007464493,0.39999999992195834,0.2500000000033966,Bull
2016-04-04,0.6132923699108583,0.3367076016789991,0.05000002841025746,Bull
2016-04-05,0.5499999994168717,0.39999999889765203,0.050000001685476476,Bull
2016-04-06,0.35000006479856394,0.3999999996192104,0.24999993558222552,Bull
2016-04-07,0.5182623425937576,0.3999999993469502,0.081737658059292,Bull
2016-04-08,0.34999999985742036,0.4000000001149573,0.2500000000276221,Bull
2016-04-11,0.3499999996275636,0.40000000020215776,0.25000000017024343,Bull
2016-04-12,0.34999999968047224,0.4000000001695805,0.25000000014983886,Bull
2016-04-13,0.3499999998143786,0.40000000007761016,0.2500000001080109,Bull
2016-04-14,0.34999999699221357,0.40000000177362705,0.250000001234124,Bull
2016-04-15,0.3500000055874645,0.40000000225785315,0.24999999215468224,Bull
2016-04-18,0.34999999982794566,0.4000000001616815,0.25000000001038686,Bull
2016-04-19,0.5012220401242738,0.39999999951947407,0.09877796035624287,Bull
2016-04-20,0.3500000112625622,0.3999999887167701,0.2500000000206677,Bull
2016-04-21,0.3562178086067515,0.39378219159559985,0.24999999979772253,Bull
2016-04-22,0.34999999913698937,0.40000000028930743,0.25000000057370575,Bull
2016-04-25,0.34999999441816265,0.4000000023743742,0.2500000032074222,Bull
2016-04-26,0.350000000438555,0.3999999994623066,0.2500000000991175,Bull
2016-04-27,0.3711563676339689,0.3788436328980863,0.2499999994680072,Bull
2016-04-28,0.34999999912892765,0.40000000055940205,0.25000000031167097,Bull
2016-04-29,0.34999999969271717,0.4000000001589119,0.25000000014837065,Bull
2016-05-02,0.3499999998575593,0.40000000005587044,0.2500000000865148,Bull
2016-05-03,0.34999999994951764,0.3999999999995271,0.2500000000509545,Bull
2016-05-04,0.34999999957189426,0.40000000021610843,0.25000000021199337,Bull
2016-05-05,0.34999999952780453,0.4000000002457449,0.25000000022642505,Bull
2016-05-06,0.34999999428934964,0.40000000352019033,0.25000000219046004,Bull
2016-05-09,0.3499999994711883,0.40000000026967664,0.250000000259135,Bull
2016-05-10,0.3499999996106777,0.40000000021011106,0.25000000017917895,Bull
2016-05-11,0.3499999998116875,0.40000000011281756,0.25000000007546347,Bull
2016-05-12,0.3499999949981067,0.4000000033764307,0.25000000162546276,Bull
2016-05-13,0.34999999983345476,0.40000000023629945,0.24999999993024585,Bull
2016-05-16,0.3499999996472536,0.400000000262936,0.2500000000898048,Bull
2016-05-17,0.3499999997006048,0.40000000020527066,0.2500000000941045,Bull
2016-05-18,0.3499999996477914,0.40000000021398796,0.25000000013820867,Bull
2016-05-19,0.3499999996411698,0.4000000002235044,0.2500000001353112,Bull
2016-05-20,0.34999999961881273,0.4000000002503177,0.25000000013085716,Bull
2016-05-23,0.34999999968896833,0.40000000018547055,0.25000000012553947,Bull
2016-05-24,0.3499999996517197,0.40000000022112814,0.25000000012713747,Bull
2016-05-25,0.3499999999698521,0.40000000012829207,0.2499999999018122,Bull
2016-05-26,0.34999999994449565,0.40000000013082565,0.2499999999246738,Bull
